file,host,port,proto,state,service
reporte1.txt,66.96.34.20,102,tcp,filtered,iso-tsap
reporte1.txt,66.96.34.20,445,tcp,filtered,microsoft-ds
reporte1.txt,66.96.34.20,502,tcp,filtered,mbap
reporte1.txt,66.96.34.20,1433,tcp,filtered,ms-sql-s
reporte1.txt,66.96.34.20,2004,tcp,filtered,mailbox
reporte1.txt,66.96.34.20,2222,tcp,filtered,EtherNetIP-1
reporte1.txt,66.96.34.20,3306,tcp,filtered,mysql
reporte1.txt,66.96.34.20,9600,tcp,filtered,micromuse-ncpw
reporte1.txt,66.96.34.20,20548,tcp,filtered,unknown
reporte1.txt,66.96.34.20,28784,tcp,filtered,unknown
reporte1.txt,66.96.34.20,44818,tcp,filtered,EtherNetIP-2
reporte1.txt,66.96.34.20,57176,tcp,filtered,unknown
reporte1.txt,66.96.34.60,102,tcp,filtered,iso-tsap
reporte1.txt,66.96.34.60,445,tcp,filtered,microsoft-ds
reporte1.txt,66.96.34.60,502,tcp,filtered,mbap
reporte1.txt,66.96.34.60,1433,tcp,filtered,ms-sql-s
reporte1.txt,66.96.34.60,2004,tcp,filtered,mailbox
reporte1.txt,66.96.34.60,2222,tcp,filtered,EtherNetIP-1
reporte1.txt,66.96.34.60,3306,tcp,filtered,mysql
reporte1.txt,66.96.34.60,9600,tcp,filtered,micromuse-ncpw
reporte1.txt,66.96.34.60,20548,tcp,filtered,unknown
reporte1.txt,66.96.34.60,28784,tcp,filtered,unknown
reporte1.txt,66.96.34.60,44818,tcp,filtered,EtherNetIP-2
reporte1.txt,66.96.34.60,57176,tcp,filtered,unknown
reporte1.txt,66.96.34.138,102,tcp,filtered,iso-tsap
reporte1.txt,66.96.34.138,445,tcp,filtered,microsoft-ds
reporte1.txt,66.96.34.138,502,tcp,filtered,mbap
reporte1.txt,66.96.34.138,1433,tcp,filtered,ms-sql-s
reporte1.txt,66.96.34.138,2004,tcp,filtered,mailbox
reporte1.txt,66.96.34.138,2222,tcp,filtered,EtherNetIP-1
reporte1.txt,66.96.34.138,3306,tcp,filtered,mysql
reporte1.txt,66.96.34.138,9600,tcp,filtered,micromuse-ncpw
reporte1.txt,66.96.34.138,20548,tcp,filtered,unknown
reporte1.txt,66.96.34.138,28784,tcp,filtered,unknown
reporte1.txt,66.96.34.138,44818,tcp,filtered,EtherNetIP-2
reporte1.txt,66.96.34.138,57176,tcp,filtered,unknown
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),102,tcp,filtered,iso-tsap
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),445,tcp,filtered,microsoft-ds
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),502,tcp,filtered,mbap
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),1433,tcp,filtered,ms-sql-s
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),2004,tcp,filtered,mailbox
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),2222,tcp,filtered,EtherNetIP-1
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),3306,tcp,filtered,mysql
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),9600,tcp,filtered,micromuse-ncpw
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),20548,tcp,filtered,unknown
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),28784,tcp,filtered,unknown
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),44818,tcp,filtered,EtherNetIP-2
reporte1.txt,hvmmex02.havasmedia.com (66.96.35.11),57176,tcp,filtered,unknown
reporte1.txt,66.96.35.249,102,tcp,filtered,iso-tsap
reporte1.txt,66.96.35.249,445,tcp,filtered,microsoft-ds
reporte1.txt,66.96.35.249,502,tcp,filtered,mbap
reporte1.txt,66.96.35.249,1433,tcp,filtered,ms-sql-s
reporte1.txt,66.96.35.249,2004,tcp,filtered,mailbox
reporte1.txt,66.96.35.249,2222,tcp,filtered,EtherNetIP-1
reporte1.txt,66.96.35.249,3306,tcp,filtered,mysql
reporte1.txt,66.96.35.249,9600,tcp,filtered,micromuse-ncpw
reporte1.txt,66.96.35.249,20548,tcp,filtered,unknown
reporte1.txt,66.96.35.249,28784,tcp,filtered,unknown
reporte1.txt,66.96.35.249,44818,tcp,filtered,EtherNetIP-2
reporte1.txt,66.96.35.249,57176,tcp,filtered,unknown
reporte1.txt,66.96.35.254,102,tcp,filtered,iso-tsap
reporte1.txt,66.96.35.254,445,tcp,filtered,microsoft-ds
reporte1.txt,66.96.35.254,502,tcp,filtered,mbap
reporte1.txt,66.96.35.254,1433,tcp,filtered,ms-sql-s
reporte1.txt,66.96.35.254,2004,tcp,filtered,mailbox
reporte1.txt,66.96.35.254,2222,tcp,filtered,EtherNetIP-1
reporte1.txt,66.96.35.254,3306,tcp,filtered,mysql
reporte1.txt,66.96.35.254,9600,tcp,filtered,micromuse-ncpw
reporte1.txt,66.96.35.254,20548,tcp,filtered,unknown
reporte1.txt,66.96.35.254,28784,tcp,filtered,unknown
reporte1.txt,66.96.35.254,44818,tcp,filtered,EtherNetIP-2
reporte1.txt,66.96.35.254,57176,tcp,filtered,unknown
reporte1.txt,66.96.35.255,102,tcp,filtered,iso-tsap
reporte1.txt,66.96.35.255,445,tcp,filtered,microsoft-ds
reporte1.txt,66.96.35.255,502,tcp,filtered,mbap
reporte1.txt,66.96.35.255,1433,tcp,filtered,ms-sql-s
reporte1.txt,66.96.35.255,2004,tcp,filtered,mailbox
reporte1.txt,66.96.35.255,2222,tcp,filtered,EtherNetIP-1
reporte1.txt,66.96.35.255,3306,tcp,filtered,mysql
reporte1.txt,66.96.35.255,9600,tcp,filtered,micromuse-ncpw
reporte1.txt,66.96.35.255,20548,tcp,filtered,unknown
reporte1.txt,66.96.35.255,28784,tcp,filtered,unknown
reporte1.txt,66.96.35.255,44818,tcp,filtered,EtherNetIP-2
reporte1.txt,66.96.35.255,57176,tcp,filtered,unknown
reporte2.txt,66.96.61.61,102,tcp,filtered,iso-tsap
reporte2.txt,66.96.61.61,445,tcp,filtered,microsoft-ds
reporte2.txt,66.96.61.61,502,tcp,filtered,mbap
reporte2.txt,66.96.61.61,1433,tcp,filtered,ms-sql-s
reporte2.txt,66.96.61.61,2004,tcp,filtered,mailbox
reporte2.txt,66.96.61.61,2222,tcp,filtered,EtherNetIP-1
reporte2.txt,66.96.61.61,3306,tcp,filtered,mysql
reporte2.txt,66.96.61.61,9600,tcp,filtered,micromuse-ncpw
reporte2.txt,66.96.61.61,20548,tcp,filtered,unknown
reporte2.txt,66.96.61.61,28784,tcp,filtered,unknown
reporte2.txt,66.96.61.61,44818,tcp,filtered,EtherNetIP-2
reporte2.txt,66.96.61.61,57176,tcp,filtered,unknown
reporte2.txt,66.96.61.207,102,tcp,filtered,iso-tsap
reporte2.txt,66.96.61.207,445,tcp,filtered,microsoft-ds
reporte2.txt,66.96.61.207,502,tcp,filtered,mbap
reporte2.txt,66.96.61.207,1433,tcp,filtered,ms-sql-s
reporte2.txt,66.96.61.207,2004,tcp,filtered,mailbox
reporte2.txt,66.96.61.207,2222,tcp,filtered,EtherNetIP-1
reporte2.txt,66.96.61.207,3306,tcp,filtered,mysql
reporte2.txt,66.96.61.207,9600,tcp,filtered,micromuse-ncpw
reporte2.txt,66.96.61.207,20548,tcp,filtered,unknown
reporte2.txt,66.96.61.207,28784,tcp,filtered,unknown
reporte2.txt,66.96.61.207,44818,tcp,filtered,EtherNetIP-2
reporte2.txt,66.96.61.207,57176,tcp,filtered,unknown
reporte2.txt,66.96.61.255,102,tcp,filtered,iso-tsap
reporte2.txt,66.96.61.255,445,tcp,filtered,microsoft-ds
reporte2.txt,66.96.61.255,502,tcp,filtered,mbap
reporte2.txt,66.96.61.255,1433,tcp,filtered,ms-sql-s
reporte2.txt,66.96.61.255,2004,tcp,filtered,mailbox
reporte2.txt,66.96.61.255,2222,tcp,filtered,EtherNetIP-1
reporte2.txt,66.96.61.255,3306,tcp,filtered,mysql
reporte2.txt,66.96.61.255,9600,tcp,filtered,micromuse-ncpw
reporte2.txt,66.96.61.255,20548,tcp,filtered,unknown
reporte2.txt,66.96.61.255,28784,tcp,filtered,unknown
reporte2.txt,66.96.61.255,44818,tcp,filtered,EtherNetIP-2
reporte2.txt,66.96.61.255,57176,tcp,filtered,unknown
reporte3.txt,66.119.77.70,102,tcp,filtered,iso-tsap
reporte3.txt,66.119.77.70,445,tcp,filtered,microsoft-ds
reporte3.txt,66.119.77.70,502,tcp,filtered,mbap
reporte3.txt,66.119.77.70,1433,tcp,filtered,ms-sql-s
reporte3.txt,66.119.77.70,2004,tcp,filtered,mailbox
reporte3.txt,66.119.77.70,2222,tcp,filtered,EtherNetIP-1
reporte3.txt,66.119.77.70,3306,tcp,filtered,mysql
reporte3.txt,66.119.77.70,9600,tcp,filtered,micromuse-ncpw
reporte3.txt,66.119.77.70,20548,tcp,filtered,unknown
reporte3.txt,66.119.77.70,28784,tcp,filtered,unknown
reporte3.txt,66.119.77.70,44818,tcp,filtered,EtherNetIP-2
reporte3.txt,66.119.77.70,57176,tcp,filtered,unknown
reporte3.txt,66.119.77.255,102,tcp,filtered,iso-tsap
reporte3.txt,66.119.77.255,445,tcp,filtered,microsoft-ds
reporte3.txt,66.119.77.255,502,tcp,filtered,mbap
reporte3.txt,66.119.77.255,1433,tcp,filtered,ms-sql-s
reporte3.txt,66.119.77.255,2004,tcp,filtered,mailbox
reporte3.txt,66.119.77.255,2222,tcp,filtered,EtherNetIP-1
reporte3.txt,66.119.77.255,3306,tcp,filtered,mysql
reporte3.txt,66.119.77.255,9600,tcp,filtered,micromuse-ncpw
reporte3.txt,66.119.77.255,20548,tcp,filtered,unknown
reporte3.txt,66.119.77.255,28784,tcp,filtered,unknown
reporte3.txt,66.119.77.255,44818,tcp,filtered,EtherNetIP-2
reporte3.txt,66.119.77.255,57176,tcp,filtered,unknown
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),102,tcp,filtered,iso-tsap
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),445,tcp,filtered,microsoft-ds
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),502,tcp,filtered,mbap
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),1433,tcp,filtered,ms-sql-s
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),2004,tcp,filtered,mailbox
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),3306,tcp,filtered,mysql
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),20548,tcp,filtered,unknown
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),28784,tcp,filtered,unknown
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,108.0.230.67.dsl.intelnet.net.gt (67.230.0.108),57176,tcp,filtered,unknown
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),102,tcp,filtered,iso-tsap
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),445,tcp,filtered,microsoft-ds
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),502,tcp,filtered,mbap
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),1433,tcp,filtered,ms-sql-s
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),2004,tcp,filtered,mailbox
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),3306,tcp,filtered,mysql
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),20548,tcp,filtered,unknown
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),28784,tcp,filtered,unknown
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,235.0.230.67.dsl.intelnet.net.gt (67.230.0.235),57176,tcp,filtered,unknown
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),102,tcp,filtered,iso-tsap
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),445,tcp,filtered,microsoft-ds
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),502,tcp,filtered,mbap
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),1433,tcp,filtered,ms-sql-s
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),2004,tcp,filtered,mailbox
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),3306,tcp,filtered,mysql
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),20548,tcp,filtered,unknown
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),28784,tcp,filtered,unknown
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,12.1.230.67.dsl.intelnet.net.gt (67.230.1.12),57176,tcp,filtered,unknown
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),102,tcp,filtered,iso-tsap
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),445,tcp,filtered,microsoft-ds
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),502,tcp,filtered,mbap
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),1433,tcp,filtered,ms-sql-s
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),2004,tcp,filtered,mailbox
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),3306,tcp,filtered,mysql
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),20548,tcp,filtered,unknown
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),28784,tcp,filtered,unknown
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,15.1.230.67.dsl.intelnet.net.gt (67.230.1.15),57176,tcp,filtered,unknown
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),102,tcp,filtered,iso-tsap
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),445,tcp,filtered,microsoft-ds
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),502,tcp,filtered,mbap
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),1433,tcp,filtered,ms-sql-s
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),2004,tcp,filtered,mailbox
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),3306,tcp,filtered,mysql
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),20548,tcp,filtered,unknown
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),28784,tcp,filtered,unknown
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,65.1.230.67.dsl.intelnet.net.gt (67.230.1.65),57176,tcp,filtered,unknown
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),102,tcp,filtered,iso-tsap
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),445,tcp,filtered,microsoft-ds
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),502,tcp,filtered,mbap
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),1433,tcp,filtered,ms-sql-s
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),2004,tcp,filtered,mailbox
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),3306,tcp,filtered,mysql
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),20548,tcp,filtered,unknown
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),28784,tcp,filtered,unknown
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,122.1.230.67.dsl.intelnet.net.gt (67.230.1.122),57176,tcp,filtered,unknown
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),102,tcp,filtered,iso-tsap
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),445,tcp,filtered,microsoft-ds
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),502,tcp,filtered,mbap
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),1433,tcp,filtered,ms-sql-s
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),2004,tcp,filtered,mailbox
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),3306,tcp,filtered,mysql
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),20548,tcp,filtered,unknown
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),28784,tcp,filtered,unknown
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,236.1.230.67.dsl.intelnet.net.gt (67.230.1.236),57176,tcp,filtered,unknown
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),102,tcp,filtered,iso-tsap
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),445,tcp,filtered,microsoft-ds
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),502,tcp,filtered,mbap
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),1433,tcp,filtered,ms-sql-s
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),2004,tcp,filtered,mailbox
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),3306,tcp,filtered,mysql
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),20548,tcp,filtered,unknown
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),28784,tcp,filtered,unknown
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,42.2.230.67.dsl.intelnet.net.gt (67.230.2.42),57176,tcp,filtered,unknown
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),102,tcp,filtered,iso-tsap
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),445,tcp,filtered,microsoft-ds
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),502,tcp,filtered,mbap
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),1433,tcp,filtered,ms-sql-s
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),2004,tcp,filtered,mailbox
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),3306,tcp,filtered,mysql
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),20548,tcp,filtered,unknown
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),28784,tcp,filtered,unknown
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,209.2.230.67.dsl.intelnet.net.gt (67.230.2.209),57176,tcp,filtered,unknown
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),102,tcp,filtered,iso-tsap
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),445,tcp,filtered,microsoft-ds
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),502,tcp,filtered,mbap
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),1433,tcp,filtered,ms-sql-s
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),2004,tcp,filtered,mailbox
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),3306,tcp,filtered,mysql
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),20548,tcp,filtered,unknown
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),28784,tcp,filtered,unknown
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,11.3.230.67.dsl.intelnet.net.gt (67.230.3.11),57176,tcp,filtered,unknown
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),102,tcp,filtered,iso-tsap
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),445,tcp,filtered,microsoft-ds
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),502,tcp,filtered,mbap
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),1433,tcp,filtered,ms-sql-s
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),2004,tcp,filtered,mailbox
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),3306,tcp,filtered,mysql
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),20548,tcp,filtered,unknown
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),28784,tcp,filtered,unknown
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,202.3.230.67.dsl.intelnet.net.gt (67.230.3.202),57176,tcp,filtered,unknown
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),102,tcp,filtered,iso-tsap
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),445,tcp,filtered,microsoft-ds
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),502,tcp,filtered,mbap
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),1433,tcp,filtered,ms-sql-s
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),2004,tcp,filtered,mailbox
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),3306,tcp,filtered,mysql
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),20548,tcp,filtered,unknown
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),28784,tcp,filtered,unknown
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,49.4.230.67.dsl.intelnet.net.gt (67.230.4.49),57176,tcp,filtered,unknown
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),102,tcp,filtered,iso-tsap
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),445,tcp,filtered,microsoft-ds
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),502,tcp,filtered,mbap
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),1433,tcp,filtered,ms-sql-s
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),2004,tcp,filtered,mailbox
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),3306,tcp,filtered,mysql
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),9600,tcp,filtered,micromuse-ncpw
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),20548,tcp,filtered,unknown
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),28784,tcp,filtered,unknown
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),44818,tcp,filtered,EtherNetIP-2
reporte4.txt,243.4.230.67.dsl.intelnet.net.gt (67.230.4.243),57176,tcp,filtered,unknown
reporte4.txt,252.4.230.67.dsl.intelnet.net.gt (67.230.4.252),102,tcp,filtered,iso-tsap
reporte4.txt,252.4.230.67.dsl.intelnet.net.gt (67.230.4.252),445,tcp,filtered,microsoft-ds
reporte4.txt,252.4.230.67.dsl.intelnet.net.gt (67.230.4.252),502,tcp,filtered,mbap
reporte4.txt,252.4.230.67.dsl.intelnet.net.gt (67.230.4.252),1433,tcp,filtered,ms-sql-s
reporte4.txt,252.4.230.67.dsl.intelnet.net.gt (67.230.4.252),2004,tcp,filtered,mailbox
reporte4.txt,252.4.230.67.dsl.intelnet.net.gt (67.230.4.252),2222,tcp,filtered,EtherNetIP-1
reporte4.txt,252.4.230.67.dsl.intelnet.net.gt (67.230.4.252),3306,tcp,filtered,mysql
